Timestamp,Flow,Flow_norm
2006-10-01 00:00:00,55.11029411764706,0.22976240645370652
2006-10-01 00:15:00,53.99264705882353,0.22465836287063534
2006-10-01 00:30:00,48.4485294117647,0.19933962035987438
2006-10-01 00:45:00,44.205882352941174,0.1799644022846634
2006-10-01 01:00:00,37.661764705882355,0.15007888393641775
2006-10-01 01:15:00,34.580882352941174,0.13600918484887284
2006-10-01 01:30:00,31.852941176470587,0.12355128899808729
2006-10-01 01:45:00,28.816176470588236,0.10968306531513733
2006-10-01 02:00:00,26.205882352941178,0.09776243720993821
2006-10-01 02:15:00,24.71323529411765,0.09094585268781027
2006-10-01 02:30:00,21.279411764705884,0.07526435036350608
2006-10-01 02:45:00,21.794117647058822,0.07761489675044674
2006-10-01 03:00:00,20.889705882352942,0.073484650956251
2006-10-01 03:15:00,19.66176470588235,0.06787691886169252
2006-10-01 03:30:00,17.36764705882353,0.05740019782275696
2006-10-01 03:45:00,16.419117647058822,0.053068476623966285
2006-10-01 04:00:00,17.21323529411765,0.05669503390667477
2006-10-01 04:15:00,15.198529411764707,0.047494323763506985
2006-10-01 04:30:00,14.897058823529411,0.04611757516544174
2006-10-01 04:45:00,15.088235294117647,0.0469906352520197
2006-10-01 05:00:00,14.852941176470589,0.04591609976084682
2006-10-01 05:15:00,14.492647058823529,0.044270717289988354
2006-10-01 05:30:00,17.522058823529413,0.058105361738839165
2006-10-01 05:45:00,19.03676470588235,0.06502268396326456
2006-10-01 06:00:00,18.88235294117647,0.06431752004718237
2006-10-01 06:15:00,24.139705882352942,0.08832667242807637
2006-10-01 06:30:00,30.022058823529413,0.11519005970739835
2006-10-01 06:45:00,29.83823529411765,0.11435057885491953
2006-10-01 07:00:00,28.99264705882353,0.11048896693351698
2006-10-01 07:15:00,33.029411764705884,0.12892396645395168
2006-10-01 07:30:00,37.5735294117647,0.14967593312722788
2006-10-01 07:45:00,41.955882352941174,0.16968915665032275
2006-10-01 08:00:00,42.47794117647059,0.1720732822713626
2006-10-01 08:15:00,49.404411764705884,0.2037049207927642
2006-10-01 08:30:00,59.88970588235294,0.25158890861815564
2006-10-01 08:45:00,72.7720588235294,0.31041972675987073
2006-10-01 09:00:00,74.80882352941177,0.319721174605336
2006-10-01 09:15:00,86.08823529411765,0.3712317197134358
2006-10-01 09:30:00,100.68382352941177,0.4378864994002535
2006-10-01 09:45:00,110.76470588235294,0.4839236293501915
2006-10-01 10:00:00,115.32352941176471,0.5047427544916661
2006-10-01 10:15:00,118.88235294117646,0.5209951037956557
2006-10-01 10:30:00,124.16911764705883,0.5451385731129464
2006-10-01 10:45:00,130.38970588235293,0.5735466051608293
2006-10-01 11:00:00,127.76470588235294,0.561558818587432
2006-10-01 11:15:00,129.5514705882353,0.5697185724735261
2006-10-01 11:30:00,138.5441176470588,0.6107859757767894
2006-10-01 11:45:00,147.44117647058823,0.6514168490367639
2006-10-01 12:00:00,146.875,0.6488312480111291
2006-10-01 12:15:00,151.83823529411765,0.6714972310280571
2006-10-01 12:30:00,152.0441176470588,0.6724374495828332
2006-10-01 12:45:00,151.875,0.6716651271985529
2006-10-01 13:00:00,152.49264705882354,0.6744857828628816
2006-10-01 13:15:00,142.4558823529412,0.6286501283175386
2006-10-01 13:30:00,151.09558823529412,0.6681057283840427
2006-10-01 13:45:00,144.14705882352942,0.6363733521603436
2006-10-01 14:00:00,143.6985294117647,0.6343250188802952
2006-10-01 14:15:00,139.81617647058823,0.6165951832759428
2006-10-01 14:30:00,140.09558823529412,0.6178711941717105
2006-10-01 14:45:00,142.8308823529412,0.6303626692565953
2006-10-01 15:00:00,138.72058823529412,0.6115918773951691
2006-10-01 15:15:00,139.7941176470588,0.6164944455736453
2006-10-01 15:30:00,143.8014705882353,0.6347951281576835
2006-10-01 15:45:00,145.6985294117647,0.6434585705552648
2006-10-01 16:00:00,142.1985294117647,0.6274748551240682
2006-10-01 16:15:00,142.06617647058823,0.6268704289102834
2006-10-01 16:30:00,144.52941176470588,0.6381194723334995
2006-10-01 16:45:00,148.11029411764707,0.6544725593397869
2006-10-01 17:00:00,146.77205882352942,0.6483611387337411
2006-10-01 17:15:00,152.27205882352942,0.6734784058399071
2006-10-01 17:30:00,148.9558823529412,0.6583341712611893
2006-10-01 17:45:00,139.75735294117646,0.6163265494031496
2006-10-01 18:00:00,135.5735294117647,0.5972199652007318
2006-10-01 18:15:00,120.46323529411765,0.5282146391269735
2006-10-01 18:30:00,114.8970588235294,0.5027951589139151
2006-10-01 18:45:00,108.83088235294117,0.47509229078211435
2006-10-01 19:00:00,94.56617647058823,0.4099485766297586
2006-10-01 19:15:00,84.15441176470588,0.3624003811453587
2006-10-01 19:30:00,78.7720588235294,0.33782038178477913
2006-10-01 19:45:00,71.3529411764706,0.30393893457873433
2006-10-01 20:00:00,72.46323529411765,0.30900939892770635
2006-10-01 20:15:00,61.330882352941174,0.2581704385015895
2006-10-01 20:30:00,61.19117647058823,0.2575324330537056
2006-10-01 20:45:00,62.86029411764706,0.26515491919421325
2006-10-01 21:00:00,73.2720588235294,0.31270311467861306
2006-10-01 21:15:00,74.56617647058823,0.31861305988006394
2006-10-01 21:30:00,66.43382352941177,0.28147442696640135
2006-10-01 21:45:00,57.330882352941174,0.23990333515165055
2006-10-01 22:00:00,56.661764705882355,0.23684762484862767
2006-10-01 22:15:00,47.31617647058823,0.1941684183086049
2006-10-01 22:30:00,42.75,0.17331571393303125
2006-10-01 22:45:00,37.80882352941177,0.1507504686184008
2006-10-01 23:00:00,33.86029411764706,0.1327184199071559
